player_id,domain,domain_best_performance,domain_average_performance,games_in_domain,age,weekly_gaming_hours,sleep_hours_last_night
c3f06e5c-6d66-481d-992a-6c0e6e0fb675,Learning,39.809999999999995,33.019999999999996,3,32,30,12
c3f06e5c-6d66-481d-992a-6c0e6e0fb675,Memory,39.900000000000006,37.7125,4,32,30,12
c3f06e5c-6d66-481d-992a-6c0e6e0fb675,Perception,40.425,40.425,2,32,30,12
c3f06e5c-6d66-481d-992a-6c0e6e0fb675,Reasoning,38.91,30.0,2,32,30,12
c3f06e5c-6d66-481d-992a-6c0e6e0fb675,Reflex,40.392,34.282000000000004,5,32,30,12
c3fd7050-c00a-40a6-9f8d-e0604919e838,Attention,76.67,71.05833333333335,6,24,30,9
c3fd7050-c00a-40a6-9f8d-e0604919e838,Learning,69.43,69.43,4,24,30,9
c3fd7050-c00a-40a6-9f8d-e0604919e838,Memory,78.28777777777778,71.39888888888889,9,24,30,9
c3fd7050-c00a-40a6-9f8d-e0604919e838,Perception,70.34,61.43000000000001,2,24,30,9
c3fd7050-c00a-40a6-9f8d-e0604919e838,Reasoning,81.152,81.152,5,24,30,9
c3fd7050-c00a-40a6-9f8d-e0604919e838,Reflex,77.04125,73.175,8,24,30,9
cd35c371-0797-4e9c-8e4f-a32f7f8d8568,Attention,36.696666666666665,34.473333333333336,3,33,28,14
cd35c371-0797-4e9c-8e4f-a32f7f8d8568,Learning,33.35999999999999,33.35999999999999,3,33,28,14
cd35c371-0797-4e9c-8e4f-a32f7f8d8568,Memory,36.465,35.215,4,33,28,14
cd35c371-0797-4e9c-8e4f-a32f7f8d8568,Perception,32.88333333333334,32.88333333333334,3,33,28,14
cd35c371-0797-4e9c-8e4f-a32f7f8d8568,Reasoning,33.3875,33.3875,4,33,28,14
cd35c371-0797-4e9c-8e4f-a32f7f8d8568,Reflex,34.06666666666667,31.843333333333334,3,33,28,14
d729b756-1f75-49ad-b6a9-9c3b53c6f070,Attention,56.945,55.895,2,27,2,11
d729b756-1f75-49ad-b6a9-9c3b53c6f070,Memory,54.93333333333334,52.66666666666667,3,27,2,11
d729b756-1f75-49ad-b6a9-9c3b53c6f070,Reasoning,59.224999999999994,54.75,2,27,2,11
d729b756-1f75-49ad-b6a9-9c3b53c6f070,Reflex,59.92333333333333,56.80333333333333,3,27,2,11
fc001865-08c0-43c1-ac15-a62bd7a75886,Attention,47.599999999999994,47.599999999999994,1,20,25,2
fc001865-08c0-43c1-ac15-a62bd7a75886,Memory,43.956,43.486000000000004,5,20,25,2
fc001865-08c0-43c1-ac15-a62bd7a75886,Perception,42.74,41.565000000000005,2,20,25,2
fc001865-08c0-43c1-ac15-a62bd7a75886,Reasoning,40.5,40.5,1,20,25,2
fc001865-08c0-43c1-ac15-a62bd7a75886,Reflex,44.05,44.05,2,20,25,2
